x,y,z,rgba,ppmm,intensity,distance,anemometer,anemometer_dir,local_wind,local_wind_dir,drone_x,drone_y,drone_z
0.0533471135106538,0.10289855384320888,0.12418514086206756,4284771171,534.0,5.0,1.9500000476837158,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.18004679952325375,0.1841190306711532,0.22836852205782776,4284902496,0.0,5.0,1.9600000381469727,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.18066207185423622,0.19882864259692518,0.22928987466453776,4285100131,0.0,5.0,1.9600000381469727,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.1539597596805109,0.2337019115351597,0.23609459784490028,4284113751,0.0,5.0,1.9600000381469727,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.2031218058330353,0.24279388854706666,0.2515348782068081,4284244312,0.0,5.0,1.8899999856948853,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.19019099858621047,0.2375942656928073,0.27526778815105857,4283587151,0.0,5.0,1.9900000095367432,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.1979214631818067,0.2482469227893187,0.24683180311866693,4283717711,0.0,5.0,1.9800000190734863,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.19557280939383048,0.24856018391956058,0.23700443504815638,4283652432,0.0,5.0,1.9700000286102295,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.19055996741501247,0.24890999360325716,0.23260365525384685,4283718480,0.0,5.0,2.0,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.19908537249074953,0.2462443739975283,0.2499425404166793,4283784016,0.0,5.0,1.9900000095367432,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.18261512824694393,0.24101128962037516,0.25195514093496385,4283784271,0.0,5.0,1.9800000190734863,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.18762083472189772,0.24522126591041737,0.24342222217784482,4283980884,0.0,5.0,1.9700000286102295,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.19250184644667456,0.2447137627125403,0.25637453260704746,4283980885,0.0,5.0,1.9800000190734863,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.1916685598716299,0.24409955212357876,0.24244339592291908,4283915858,0.0,5.0,1.9800000190734863,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.1917662057309002,0.24462041517971223,0.2461289262904245,4283916112,0.0,5.0,1.9700000286102295,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.19088766714570227,0.24078673674524317,0.23369922607030702,4283915862,0.0,5.0,1.9700000286102295,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.18802353193400023,0.24132157012636815,0.24368648154255723,4283981393,0.0,5.0,1.9800000190734863,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.19369062730867626,0.2435098966072185,0.23475503149839128,4283981138,0.0,5.0,1.9900000095367432,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.20188029139144703,0.24390091049367468,0.2170495840842399,4283850323,0.0,5.0,1.9900000095367432,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.20154642491592512,0.2465661626866122,0.21746046123212537,4283784788,0.0,5.0,2.0,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.1981634740516185,0.24509544644614956,0.215576515768646,4283849813,0.0,5.0,2.0,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.19459575433647558,0.24519939660204224,0.22514580641713877,4283850067,0.0,5.0,2.0,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.19934018390589614,0.23755201228602346,0.21460530194810445,4283849812,0.0,5.0,1.9900000095367432,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.19236396753773732,0.23822877220380123,0.22466886952947362,4283653712,0.0,5.0,1.9700000286102295,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.18015137802988335,0.23602124924601325,0.24953046612021623,4283849811,2.0,5.0,1.9700000286102295,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.18081147303831813,0.23490170698896562,0.24853903874679872,4283718993,2.0,5.0,1.940000057220459,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.16897474294648163,0.22935483807583218,0.26601958364023304,4283784531,3.0,5.0,1.940000057220459,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.16671745648320524,0.22857897874805821,0.2711285713528824,4283718995,3.0,5.0,1.940000057220459,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.16687475984889488,0.22864563660314385,0.27066564038169716,4283784275,3.0,5.0,1.9299999475479126,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.16240281623603892,0.22674796659597335,0.2736414316410958,4283784275,3.0,5.0,1.940000057220459,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.16910292367202828,0.22645220063705157,0.2654988616414613,4283784018,3.0,5.0,1.940000057220459,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.17167706910053226,0.22845717060796647,0.25589126926380246,4283784276,3.0,5.0,1.9500000476837158,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.17120556376120533,0.2278919993996526,0.2555604228426489,4283784277,3.0,5.0,1.9500000476837158,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.17168820643827587,0.22789235722642043,0.2557840802649558,4283784530,3.0,5.0,1.9600000381469727,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.1755676585764263,0.22926705866590413,0.2466673028901738,4283849556,3.0,5.0,1.9600000381469727,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.17643363025207037,0.22688812646069267,0.24174692615524762,4283784274,3.0,5.0,1.9700000286102295,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.17810592258804547,0.22846141341006565,0.23649946377558706,4283784274,3.0,5.0,1.9800000190734863,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.18031440147377964,0.22892799876277292,0.22643455088835296,4283784274,3.0,5.0,1.9900000095367432,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.18535145517124363,0.23128779846459097,0.21804584537375504,4283849813,3.0,5.0,2.0,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.18884181623851504,0.23143706935357494,0.2085106936992851,4283849555,3.0,5.0,2.0,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.18643287280482923,0.22855386985972015,0.2068418453334857,4283784532,3.0,5.0,2.009999990463257,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.18905134104312538,0.22940954960681845,0.20094111607917142,4283849812,2.0,5.0,2.0,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.18576293181041592,0.22791416974666118,0.20641073537739985,4283849560,1.0,5.0,1.9900000095367432,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.18205368715572945,0.2264236042208666,0.21853597198684938,4283849813,1.0,6.0,1.9800000190734863,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.17783831379935577,0.22608039000688046,0.22474060569587095,4283718997,0.0,5.0,1.9800000190734863,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.17579427300540829,0.22256017583969534,0.22318211083905837,4283718484,0.0,5.0,1.9800000190734863,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.17679752219199685,0.2220270604402197,0.22356446935525653,4283850067,0.0,5.0,1.9800000190734863,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.17597515151216925,0.22156067627891468,0.2230987401973188,4283850067,0.0,5.0,1.9800000190734863,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.17586268282774142,0.2190157057038564,0.22256167778262892,4283784787,0.0,5.0,1.9700000286102295,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.1672160347831948,0.22047942916051375,0.24118847052708503,4283915602,0.0,5.0,1.9700000286102295,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.16546063723940563,0.21677229449112115,0.23967644421102463,4283915348,0.0,5.0,1.9500000476837158,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.1574402451775967,0.2142197294775669,0.25781918043009355,4283915348,0.0,5.0,1.940000057220459,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.15741241029445519,0.21461451338267973,0.25788201229796925,4283784278,0.0,5.0,1.940000057220459,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.1574402451775967,0.2142197294775669,0.25781918043009355,4283784787,0.0,5.0,1.940000057220459,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.1564664155752311,0.21423289363030215,0.25737817783144123,4283915347,0.0,5.0,1.9500000476837158,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.15877039525666703,0.2154947791618187,0.24752874515794332,4283653715,0.0,5.0,1.9600000381469727,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.16375787088981042,0.21640713537694564,0.2389298248451972,4283784532,0.0,5.0,1.9600000381469727,0.088,,,,27.14174113800982,-43.34580526845821,0.0
0.16243610422112198,0.21709431730817214,0.23846062807009005,4283784532,0.0,5.0,1.9600000381469727,0.088,,,,27.14174113800982,-43.34580526845821,0.0
